Label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Candida krusei,-0.10573503,-0.52912027,0.4255844,-0.20465256,-0.2129996,-0.17978652,-0.2290257,0.14778101,-0.505063,-0.23820806,0.07762146,-0.61963844,0.29501382,0.4416131,-0.38131598,-0.18526539,-0.26875398,-0.48366883,0.023590552,-0.27594715,0.48126903,-0.30186677,-0.014067665,-0.18766168,-0.32745594,0.2303997,-0.05020259,-0.14824693,-0.27918565,0.07103992,0.15356585,-0.18404391,0.118887685,-0.73720896,-0.245684,0.36896485,-0.15048532,-0.36526364,-0.0038224228,-0.21621609,-0.03279199,-0.78186923,-0.06377621,-0.30176932,0.7218179,0.23314568,-0.034934055,0.043241426,0.073137246,-0.13771187,0.42698553,0.39402303,-0.18661565,-0.12109898,-0.565809,-0.07285955,-0.2724401,-0.30803064,-0.20110334,-0.054651212,0.028652467,-0.36282098,0.0036122408,0.13611582,0.17094886,-0.13425209,-0.39434773,0.12142884,-0.24535798,0.39545023,-0.25552335,0.10086697,-2.5686524e-05,0.31586722,0.71341926,0.06150894,0.15039153,-0.27025047,0.15730563,0.39304835,-0.06475032,0.09004123,-0.11419181,-0.021363808,-0.18325621,0.14385475,-0.13297419,-0.08736875,0.6145584,0.47970468,0.07415786,-0.012776286,0.11082328,-0.17863697,0.18917093,0.10511662,-0.12785849,-0.22409195,0.10200597,0.087580144
Candida glabrata,-0.3104317,-0.0006853213,-0.046145685,-0.024339674,-0.04772548,-0.34826764,-0.13798614,0.27295965,-0.4112339,-0.05233181,0.16605823,-0.5340968,0.18201396,0.22380863,-0.5195179,-0.2827323,-0.023886593,-0.6380213,0.18637235,-0.2928753,-0.061419364,-0.5191983,0.37439916,-0.05169088,-0.23770815,0.37694606,0.34022328,-0.09840842,-0.27283034,0.073103994,0.35370246,0.1286019,0.25542092,-0.42882648,0.04801632,0.17631373,-0.006053136,-0.10843671,-0.22215548,-0.1520033,-0.042008594,-0.74648064,0.23685654,0.021976024,-0.010188997,0.06527283,-0.10875285,0.0048055397,0.25285515,-0.2807288,-0.14110872,0.5463409,0.07994351,0.4801012,-0.5112543,0.36732814,-0.07525475,-0.34516335,-0.4895295,0.15472047,-0.03968977,-0.68737924,0.1906668,0.117336065,0.029420419,0.20904864,-0.03104195,0.11771226,0.10980633,-0.12234966,0.10717198,0.021920435,0.4053013,0.3223929,0.53377587,-0.114053436,0.09675404,-0.09255385,0.0895301,0.11246113,0.18477692,-0.18920879,-0.7768129,0.038653247,0.024697943,0.192452,0.11006408,-0.2303316,0.6768357,0.40762773,-0.10221365,0.30842823,0.3654786,0.18624462,0.4663162,0.42145354,-0.24394026,-0.04760986,-0.27077955,-0.31502065
Candida albicans,-0.27612016,-0.008593689,-0.08202433,0.09582654,0.42201033,-0.5230424,0.48581597,0.4187698,-0.20637454,-0.30106327,-0.002545824,-0.29825714,0.47984698,0.44348037,-0.19045977,0.2230904,0.15095484,-0.48280835,-0.27181417,0.024623616,0.43022665,0.1510792,0.26563606,0.25971293,-0.07510829,-0.2607959,0.1997404,0.21512863,-0.055372644,0.33469474,0.44955355,-0.14920513,0.27727017,-0.20841894,0.26275688,0.3424684,0.3366526,-0.1104442,-0.57465476,-0.20379817,0.21830754,0.11301583,-0.24940248,-0.23589465,0.22352132,0.4452473,-0.42088047,0.08899255,0.23474385,0.022132637,0.206546,0.004141959,-0.18826179,0.072846614,-0.35089707,-0.27590814,0.13344634,0.04777601,-0.17335375,-0.14390479,0.15349235,0.13316344,0.17417917,0.10239164,-0.07882627,0.18958041,0.0025927203,0.12191761,0.109033376,-0.0027187737,0.5189895,0.25940987,0.07767716,0.30294713,0.33685336,-0.24571812,-0.10000398,0.082721435,-0.1101581,-0.13023835,-0.49807948,-0.16618247,0.121512264,0.1944327,-0.43486354,-0.09505149,0.010574424,0.25457606,0.29504058,-0.2080865,0.093327776,-0.20836155,0.23297715,-0.14739276,0.11573472,0.47492254,0.1226626,-0.0692054,0.08264451,-0.07323667
Burkholderia thailandensis,-0.17838949,0.11746356,-0.024368286,-0.13455576,0.008273118,0.1484449,0.47233027,-0.117631875,-0.012849953,-0.21082133,-0.06585006,0.00741599,-0.29563007,0.46554822,0.07881903,-0.3783549,0.10634896,-0.4898783,0.07056239,-0.576236,0.32417297,0.24345773,-0.40309152,-0.09277097,-0.0096606705,0.040948298,-0.3330995,-0.14003696,-0.46067458,0.020001039,0.16532542,-0.120045796,0.3995335,-0.06121023,-0.3891024,0.26702657,0.13116296,-0.45578852,-0.37021852,-0.5724564,-0.26743424,-0.061888546,0.22177678,0.4871766,0.35067633,-0.2996333,-0.3782579,0.0981675,0.20410013,-0.0017660012,-0.013074397,0.2555114,-0.08748468,0.21758443,0.12457177,0.3329902,-0.06985876,0.26216042,-0.12584841,-0.30719575,-0.22034474,0.094953254,0.21730609,-0.065450564,-0.21711054,0.051292356,-0.13364415,-0.27035278,-0.48948234,0.42682177,-0.26689896,0.24959847,-0.33715194,0.0502955,0.13405403,-0.3076966,0.33922252,0.027657479,-0.038053002,0.57064354,-0.04908207,-0.28573477,-0.31009787,0.0015111216,0.1105137,-0.11898737,0.30017003,0.38076702,0.26726386,-0.10179344,0.28406334,0.20462897,0.35908902,0.39901733,0.51952666,0.7702498,-0.03029024,0.090165906,-0.08960899,0.0014001767
Bacillus anthracis,-0.103789456,0.009608499,-0.015112481,-0.31042665,0.04239213,0.0626899,0.48812208,0.07278445,-0.4432878,0.31313252,0.11298472,-0.16357188,-0.35952237,0.19984838,0.2204795,0.0110128615,0.14218797,0.2920649,0.3700769,-0.33202153,0.1419238,0.38651752,0.21899879,-0.3465678,-0.40571088,0.060052734,-0.30149198,0.26346406,-0.58882517,-0.10378184,-0.038337022,0.153382,0.29098982,-0.07895895,-0.37176812,0.16701546,-0.33856964,-0.34488973,-0.41327524,-0.23200668,-0.30000445,-0.17080653,0.23041938,0.26626322,0.34152678,-0.5104,0.11573782,0.06009335,-0.19111273,-0.012933835,-0.27546057,-0.24240038,-0.0158449,-0.20499143,-0.034827787,0.08777001,-0.116359055,-0.20988247,-0.323932,-0.3040423,-0.019745344,-0.08692679,0.48636138,-0.039616313,-0.5074179,0.17662805,-0.091511555,0.10051119,-0.3215745,0.64712304,-0.19304512,0.44543144,-0.15546106,0.35154334,0.13793051,0.16071293,0.049717497,0.29569086,-0.27189717,0.3380835,0.07608903,-0.35969216,-0.07370031,-0.18727925,0.4114645,-0.11623292,0.4336062,-0.030881777,0.1229997,-0.0020622164,0.798341,0.44513187,-0.15256451,-0.11135218,0.27391464,0.3779932,-0.014219094,-0.15364248,-0.1484654,-0.23376305
Aerococcus viridans,-0.23339064,0.066074364,0.36970088,-0.04310554,-0.33404127,-0.34384727,0.40346757,0.7692546,-0.44950357,-0.060915172,-0.13975851,-0.46071777,-0.07927922,0.12755933,-0.29490766,-0.47646153,-0.36412063,-0.49327993,-0.3971071,-0.49425015,0.03432036,0.21985479,0.14969783,0.2577785,0.25366116,0.44047272,0.32874203,-0.47554132,-0.16904,-0.23354743,-0.112790994,0.38380054,-0.5140742,-0.30112332,-0.03260524,-0.05597511,0.049125068,-0.007849954,-0.14899355,-0.3080746,0.18462476,-0.3550076,0.11595858,0.46935895,0.15041408,-0.18813775,-0.0030259816,0.16887945,0.54797333,0.04093217,0.024575135,-0.3341754,0.016412266,0.030879045,-0.1711356,-0.19534652,0.10066308,-0.004270386,-0.16184184,0.05439606,0.021006603,-0.12648568,0.55159914,-0.10502985,-0.11217762,-0.23215845,0.0691633,0.23479356,-0.4170331,0.05238724,-0.07318098,0.7806159,0.25221902,-0.21485454,-0.2450185,0.16684061,-0.32821965,0.05437957,0.5528801,0.086082235,0.09783929,-0.50025004,0.08290145,0.8349531,-0.15931901,-0.53472,-0.07471453,0.21831489,-0.33952764,0.3647669,-0.08087683,-0.016836055,-0.044634514,0.38509804,0.1712084,-0.0109577505,0.2866909,-0.10868984,0.18425533,0.20704103
Enterococcus faecalis,-0.25401014,0.25811765,-0.012083126,0.019957054,0.5294412,-0.38882682,0.35847637,0.34030312,-0.28254005,-0.18006578,0.26609343,-0.45213664,0.26204836,0.0902482,0.29253787,0.03408086,0.08937845,-0.025849137,-0.2782973,-0.50632,-0.086686864,-0.4070393,0.6706712,-0.18079598,0.39247572,0.07358815,-0.15394154,-0.40602198,-0.18380448,-0.12702084,-0.13370419,-0.19191816,0.44327828,-0.1770367,0.016002197,0.06274651,-0.12941267,0.40557593,-0.09776439,-0.5593603,-0.0011030219,0.17136791,0.05203268,-0.2945848,0.097634375,0.055132996,-0.04638765,-0.122796714,-0.02110302,-0.14030463,-0.12671292,-0.108238384,0.11028353,-0.12098257,0.021717777,0.04236827,0.22523977,-0.3393568,-0.1825486,-0.19282416,-0.11168592,-0.30166605,0.53395706,-0.21486185,-0.24384324,0.05979148,-0.12134801,-0.18778966,-0.3763034,0.054377355,-0.035746627,0.041670013,-0.029261757,0.008185962,0.043535516,-0.37088987,-0.29978684,-0.1810141,-0.22485022,-0.3430499,-0.0580949,-0.07814037,0.112785764,0.24896643,0.26002625,0.3300824,0.32158068,-0.44548723,0.06873223,0.16490369,0.4377881,-0.16997604,0.14103135,0.27456537,0.6747926,0.37046567,-0.043444704,-0.33368134,0.255304,0.06040379
Staphylococcus haemolyticus,-0.03712566,-0.06346985,0.19258161,-0.038812973,-0.1383822,-0.5182363,0.2066589,0.57301664,0.17685318,-0.599455,0.054108918,-0.15462714,-0.08825996,0.11641831,0.32152689,-0.6974655,-0.35847428,-0.027176514,-0.24646577,0.054357912,0.32712686,0.13979062,0.2817536,-0.28426015,-0.082302876,0.12816654,-0.6794861,0.09151544,-0.35175943,0.039645042,-0.029523006,-0.046697505,0.11225236,-0.17745122,-0.06766521,-0.005661082,-0.013410711,-0.12306201,0.31493556,-0.4209192,0.35198343,-0.4248832,0.18822427,0.45077667,0.28360537,-0.409471,-0.37052503,-0.05360034,0.19231641,-0.089746125,-0.21436287,0.05469521,0.28341302,0.07946726,-0.4450015,-0.12539272,0.005780013,-0.24413837,0.087963276,0.17370346,0.21673384,0.13221037,0.23674217,-0.15996592,-0.12629285,-0.11111417,0.0982926,0.20108609,-0.5195976,0.08594342,0.17029396,0.2845778,0.6582212,-0.24036053,-0.22328717,0.35849914,0.24895516,0.20272416,-0.05375375,0.048532184,0.120465465,-0.52874964,-0.540909,0.45570585,0.18289076,0.20987827,0.081968255,0.4058213,0.07056228,-0.09899431,0.050868016,0.007274097,0.32680365,0.11650905,-0.045338545,0.202298,-0.15120193,0.5475268,0.47407496,-0.11430467
Vibrio harveyi,-0.18720566,0.001099459,0.09072477,0.016988643,0.055506494,-0.23522107,0.24219921,0.25080532,-0.03817199,-0.109292395,-0.20397337,0.25774172,0.41719466,-0.37932017,-0.24319273,-0.4683129,-0.18332106,-0.08123383,0.2658131,-0.09688529,0.13105878,-0.37870455,0.3478867,0.050019607,0.17124023,-0.07527707,-0.13808994,-0.34804392,-0.6343544,0.3773474,-0.2863977,-0.007097236,0.30029333,-0.34296033,0.1250256,0.46403748,-0.23656641,-0.19012702,-0.14768077,-0.6688227,-0.052833095,0.18856892,0.016242439,0.4175018,0.071756646,-0.49065313,-0.573236,0.26335558,-0.2198177,0.027928082,0.24027018,0.01553824,-0.083264776,0.36351785,-0.062067334,-0.23494215,0.068545766,0.28883857,-0.84731144,0.22217031,0.09506576,0.110386044,0.11722598,-0.30945322,-0.42340466,0.1341587,0.063146874,0.28620744,-0.20946154,0.15948929,-0.27804372,0.48738563,0.19399811,-0.18689002,0.14208227,-0.08812941,0.17610052,0.1412702,-0.31076562,0.3457629,-0.13346991,0.1045738,-0.45164886,0.015934918,-0.21816365,-0.4465447,0.33854258,0.39215767,-0.0056726043,0.38550308,-0.09370192,0.5295737,-0.56600845,0.34484565,-0.13788928,-0.14749849,0.20128447,-0.07360647,0.30826402,-0.31736392
Vibrio alginolyticus,-0.04159985,0.19246255,0.16866538,-0.21278498,0.17501049,0.11956837,0.65147644,0.30824617,-0.028698647,0.111454606,-0.54419017,-0.10207198,0.07321326,-0.19426535,-0.2241257,-0.07067841,-0.03209485,-0.001377504,0.24047631,0.20375289,0.15450774,-0.018893147,0.25084555,-0.2684261,0.14248982,-0.10773489,-0.19490005,-0.2532431,-0.43686244,0.045491606,-0.30630326,0.21121731,0.31855062,-0.31319943,0.06255121,0.610226,-0.24732955,-0.16035938,-0.33124477,-0.5015412,0.12634389,0.03867584,0.19026998,0.36804655,-0.1212171,-0.043732256,-0.26029837,-0.17749251,-0.16585444,0.27806234,0.394439,-0.33224374,-0.2928056,0.24718082,-0.3766988,-0.30204585,0.14117333,0.22933953,-0.5910141,-0.07925615,0.46428266,0.00241552,0.5022776,-0.31989673,0.29377317,-0.021215899,-0.10706257,0.027257804,-0.4522708,0.07002254,-0.4544291,0.60351783,0.15190198,-0.08437686,0.08083948,-0.32224163,0.014049118,-0.40158397,-0.4708021,-0.16905423,-0.3719431,-0.20717156,-0.32366386,0.0029133935,-0.4864969,0.1801436,0.6146906,0.55354834,0.15403062,0.17151994,-0.27865398,0.68461114,-0.4155947,0.2012138,0.26564008,0.00610298,0.3403408,0.102418914,0.55574054,-0.3599787
Vibrio penaeicida,-0.2268315,0.11490267,0.26167756,0.390045,-0.36527228,-0.3127269,0.49179944,0.5486638,-0.17462653,-0.19682272,-0.041652314,0.048231438,0.14595412,-0.02014905,-0.08146462,-0.23147066,-0.056537703,-0.1632378,-0.08016599,-0.3370816,-0.3071851,-0.057680782,0.11096681,0.08623243,-0.08627425,0.28469542,-0.09294453,-0.41255006,-0.4626479,-0.026363526,-0.18601608,-0.10456563,-0.092260376,0.00065865676,0.21741739,0.3312368,0.3215233,-0.030347155,-0.20811434,-0.6798921,-0.27120465,0.05686201,-0.19019443,0.4573999,0.48352012,-0.08044832,-0.19104658,0.18305166,0.21978796,-0.1961233,0.097060785,-0.5035131,0.058849357,-0.33835644,-0.41885263,-0.08659033,-0.11102534,0.052088924,-0.66442066,0.22235045,0.32333547,-0.075944744,0.1484886,-0.25541216,0.24195622,-0.018312829,0.04263636,0.46932712,-0.2872661,-0.08220376,-0.23402524,0.2718624,0.03079749,-0.6041347,0.28610104,-0.07761991,-0.028945128,0.026719399,0.003461612,0.44197834,0.076743595,-0.113591805,-0.45689493,0.22053546,-0.2384381,-0.4997952,0.33073145,0.28369746,-0.19402105,0.528567,-0.04412949,0.37692523,0.1504023,-0.07877626,-0.22112092,-0.1650062,0.35236,-0.24402611,0.28308702,-0.08857818
Vibrio vulnificus,-0.3014853,0.18675517,0.17574692,0.1539813,0.4304475,-0.26370558,0.52003485,0.028675107,-0.5826119,-0.3966791,-0.4882897,0.19311838,-0.03693442,0.0869882,-0.18543312,-0.40963045,-0.052292082,-0.105851464,-0.4627232,0.12712644,-0.1699529,-0.12272351,0.5136367,-0.07402686,-0.13066152,0.03652112,-0.39156947,0.26049978,0.02383554,-0.17526653,-0.04231129,-0.13124259,-0.06698366,-0.12826304,0.04165243,0.85888296,-0.28112158,-0.21130116,-0.22909054,-0.21696393,-0.082930714,-0.094043314,0.02317713,0.048413984,-0.24396916,0.10359146,-0.2868908,-0.036902186,0.26640716,0.04711911,0.7193767,-0.21999831,0.092303306,-0.28702015,-0.60461915,0.2781256,-0.10480227,0.30649066,-0.81532496,0.08619298,0.48257768,-0.090093486,0.3368595,-0.27660483,-0.25108624,-0.29664117,-0.24993275,0.090382256,-0.062592186,-0.07322926,-0.354408,0.30061173,0.109274395,-0.25907028,0.18665329,-0.07335744,-0.40832362,-0.38123724,-0.66435564,-0.155342,0.017497808,-0.006723853,-0.33981976,0.18543527,-0.20266046,0.42912754,0.61695427,0.27498934,0.0010270833,0.23980056,0.14815035,0.51095295,0.09889847,0.2899172,0.39654008,-0.23507899,-0.084712185,-0.00495002,0.38357383,-0.78198785
Salmonella typhimurium,0.055601817,0.31811163,0.33173755,0.25086153,0.35132867,-0.3552515,0.1657205,0.6259084,0.043008007,-0.7447573,0.4146615,-0.23414749,-0.55896354,0.19560386,-0.09111583,-0.14855038,-0.25878027,-0.0791106,-0.042011276,-0.4783039,-0.1342061,0.295676,0.10780648,0.023967735,-0.25058445,0.06606647,-0.32675046,-0.025520552,-0.10715536,-0.048863318,-0.39769393,0.07144299,0.050490994,-0.46029943,-0.18785243,0.051720083,0.21872868,0.016127031,-0.17804897,-0.06263373,0.54577214,0.14251968,0.16899635,0.24642801,0.5335822,-0.41901678,-0.2855049,-0.09506468,0.32499346,0.057444252,-0.00021196659,-0.15133622,-0.023839843,-0.23193006,-0.29319003,-0.20117669,0.4704075,-0.096951716,0.082043484,-0.0900006,-0.49306282,0.06560409,-0.15791747,0.20397572,-0.12016805,0.1949203,-0.3640354,0.19945203,-0.5194677,-0.006132196,-0.067301534,0.047973804,0.44627637,0.06429217,0.27190197,-0.4370151,0.18487206,0.28201148,-0.08946876,-0.05069252,0.06422914,-0.14240097,-0.19920118,-0.05786193,0.04847613,0.009294063,0.30873254,0.12661006,-0.040403478,0.23409756,0.28893957,-0.00914889,-0.12523381,0.14068666,0.19508506,0.024305772,0.4033208,0.1650562,0.31699017,0.4075912
Enterobacter cloacae,0.24091257,0.3027801,0.1938248,0.19385353,0.247311,-0.3285623,0.1169503,0.50967014,-0.009343228,-0.37460512,0.048088774,-0.1240107,0.2733155,0.36681327,0.5380914,-0.27579194,-0.52486855,-0.062827796,-0.05345042,-0.20560805,-0.008167559,0.278835,-0.07634556,0.058082663,-0.06575904,0.0007447462,-0.14615732,-0.28424224,-0.45705286,-0.032979626,0.262227,-0.34713122,-0.082686596,-0.18915427,-0.07783193,0.27318007,-0.13325335,0.38467333,-0.0119437575,-0.55082804,0.25350168,-0.0071388176,-0.26232627,0.48266345,0.3341322,-0.7460272,-0.27526972,-0.34927943,0.4263168,0.023148816,0.034745075,-0.17204139,-0.23193213,-0.21783449,0.025596587,-0.24196647,0.1703714,-0.28734332,0.16966863,-0.21592848,0.012364081,0.00808124,0.25513193,-0.3307091,-0.35157758,0.776402,-0.188448,0.16729628,0.20749742,0.07336121,0.3028235,0.08295398,-0.010381584,0.13933036,0.23951654,0.3806979,-0.30408552,-0.03045004,-0.18427491,0.25884804,0.42280987,-0.06793562,-0.2717482,0.16804826,-0.28235492,0.26968896,0.3228434,0.07347705,0.4595844,0.18919447,-0.07956636,0.09769073,-0.019536806,-0.22682695,0.5975427,0.12061272,-0.6019348,0.22274347,-0.21671315,-0.22672202
Pectobacterium carotovorum,-0.31694022,0.47522548,-0.2269031,0.48259294,-0.23655735,-0.2638533,0.04034641,0.3561816,0.40455583,0.13293682,-0.2313755,-0.25061446,0.04515333,0.2524274,0.050189804,0.15940142,-0.2950264,-0.66310763,-0.267993,-0.37767366,-0.15724593,0.37306783,0.36810455,0.03864839,-0.35061824,-0.1602396,0.29647332,-1.0550125,0.034453966,0.066269964,-0.20589629,0.07637985,0.04234226,0.07352134,-0.5145815,0.5124581,-0.11717704,-0.1403591,-0.4150307,-0.17020492,0.19908403,-0.60125005,-0.077439964,0.2016536,0.39669317,-0.22217639,-0.41582325,0.051323906,0.09115361,-0.3663936,0.4578132,-0.29773402,-0.36096486,-0.16455293,0.0987258,0.23032768,0.2817907,-0.31148636,-0.040250007,0.2403,0.35113332,-0.05189902,0.06388466,-0.2723643,0.3682532,-0.041877482,0.18960902,0.06429149,-0.47680247,0.4460311,0.051880743,0.08410505,0.16279353,0.006884332,0.013335276,0.3847559,-0.032901987,0.17437407,0.45007655,-0.099461034,0.33549842,0.12803197,-0.6567892,0.15007123,0.017919423,-0.15931135,-0.18017797,-0.17861909,-0.09980493,0.13207598,0.2791081,-0.014874744,-0.26446497,-0.37984982,-0.031206349,0.044355046,-0.25703272,-0.097975075,-0.019127207,-0.25602823
Fusarium haematococcum,-0.34298864,0.1372314,0.019755103,-0.097219415,-0.67632926,-0.40249348,-0.056634773,0.76395583,-0.13722426,0.15302731,-0.23673643,-0.52899516,-0.1819816,0.21774463,-0.2656633,-0.06324413,-0.19946411,-0.6157571,-0.06203735,-0.369702,-0.25199482,0.3681026,0.1881923,0.5480988,-0.10092181,0.10632445,0.32935596,-0.40147513,-0.10064713,-0.31864208,-0.31866887,-0.07980868,-0.06586495,-0.22910258,0.12858175,0.09863622,-0.01622229,-0.09372832,-0.28445613,-0.23726973,0.25351244,-0.3332257,-0.44829455,0.26323202,0.18285958,0.26757342,-0.07735462,-0.109314576,0.5937498,-0.020290557,0.09653621,0.06557395,-0.38287464,-0.027344016,-0.034380764,0.17650846,-0.08058546,-0.00839001,-0.18265562,0.29566815,0.00815819,0.0013302212,0.2138132,-0.17175694,0.28543043,-0.034840677,0.2649657,0.22986847,-0.6086212,0.23379661,-0.32632735,0.36909136,0.5622461,0.09196381,0.100346826,0.3472177,-0.20452462,-0.109492496,0.08060195,-0.12925224,0.082485035,-0.112930626,-0.25967208,0.6453885,0.056727253,-0.26914802,0.12968276,0.1406327,0.14621472,0.450345,0.08895778,-0.055640426,-0.069770806,0.40910146,-0.15197979,0.0054816026,0.10941997,-0.16835693,-0.19242702,0.19204776
Aspergillus fumigatus,-0.6013631,-0.12231603,-0.21538188,0.23018949,-0.18609886,-0.19972764,0.120074354,0.41625288,-0.26475164,-0.028457653,-0.02021965,-0.29630268,0.09203405,0.03419606,-0.02746609,-0.25247052,-0.09787544,-0.5284236,0.13387094,-0.17219637,-0.31721166,0.21816628,-0.07335402,-0.16698915,-0.41597295,0.05141447,-0.030297637,0.25968647,-0.46011037,0.1168635,0.3762036,-0.22109835,-0.12892798,-0.33313218,-0.17388158,-0.00056281226,0.35023412,-0.056420706,0.2001391,-0.7292674,0.21358395,0.2231541,-0.109450296,-0.056907155,0.23595108,0.16962248,-0.20433259,-0.337415,0.41628766,-0.2037645,0.059898492,-0.28684846,0.56901103,-0.13244024,0.2868695,0.14605047,-0.18076277,-0.36228827,-0.49223834,0.0008772485,-0.4815053,-0.14540529,-0.072394304,-0.056906227,0.10528178,-0.0033382908,-0.03240355,0.1715359,-0.15135977,-0.100045785,0.4745342,0.18357976,0.34715664,-0.0678056,0.32529786,-0.27620053,0.15124458,-0.03588882,-0.39201134,0.051326536,-0.33845282,-0.4860947,-0.4131184,-0.06892886,-0.46016827,0.05513816,0.08469656,0.14300576,0.46798047,0.49163133,0.36810353,0.09767485,0.24677855,0.48460406,0.14870027,0.39759398,0.3100983,0.29937413,0.7345284,0.37959543
Saccharomyces cerevisiae,0.58306485,-0.11644119,-0.06182326,0.12249778,0.55925226,-0.6622708,-0.067271255,0.6102443,-0.1158612,-0.37655678,-0.4378992,-0.1767225,0.0220708,0.16951081,0.05779008,-0.0045846333,-0.39800155,-0.109467275,0.29718083,0.23601156,0.12569426,0.0014040546,-0.19479705,-0.063631535,-0.019422293,0.39302117,-0.39450544,0.6510387,-0.054666337,0.027502855,0.6900235,-0.10819654,-0.034716737,0.14093606,-0.028342796,-0.05502315,0.32751736,-0.0710185,0.09636893,-0.62668324,-0.10335536,-0.11033927,0.12512377,0.13771038,0.18561962,0.14805096,-0.27845868,-0.06167625,0.9351877,-0.5003798,-0.027228735,-0.3823423,0.2367779,-0.43710446,0.10105104,-0.06430191,-0.035568878,0.13152897,0.3408996,0.11264456,0.38304928,0.36325014,0.31099105,0.04031503,-0.24101591,0.3426954,-0.24476878,0.48110935,-0.3476311,0.36959755,-0.051904146,-0.24156691,0.3594679,0.20174843,0.82552654,0.120796986,-0.37840855,0.25408274,-0.3752909,-0.15837614,-0.29777813,0.13499856,-0.27230266,0.60475093,0.01551858,-0.22741884,0.13378453,0.17230232,-0.112789184,-0.25541872,0.53058696,0.16779615,-0.0355088,0.040335733,-0.28088677,0.21768014,0.088952206,-0.21253966,0.26484233,0.24925709
Aeromonas hydrophila,-0.042891882,0.109621435,-0.13358144,-0.07059726,0.59283733,-0.18236195,0.119146295,0.32239604,-0.062497873,0.097978204,0.007293904,-0.020017069,-0.02869941,-0.2829698,-0.3440112,-0.25763315,0.077050164,0.14334223,0.16308986,-0.023891762,0.06099069,0.08368714,0.0402392,-0.7162181,-0.29547113,-0.21682785,0.15930861,0.29996184,-0.44190544,0.1430197,0.46508887,0.5799513,0.26778218,-0.048557278,0.025989685,0.21859168,-0.4437617,-0.1988059,0.024313848,-0.23307045,0.36735374,-0.092582665,0.38157856,-0.1594177,-0.22047657,0.026541516,0.15895048,0.02467087,0.3195902,0.56764036,0.28098395,0.16726992,0.14007309,0.0022990524,-0.34873834,0.45411327,-0.07200169,0.14387922,-0.30138963,0.18487953,0.008373764,-0.57268864,0.6086131,-0.10245712,0.15850446,0.11080149,-0.13746952,0.08315445,-0.9005027,0.16239385,-0.50049317,0.48968446,0.1115076,-0.36437196,0.6168336,-0.04194177,0.12425339,0.002857892,-0.46208766,-0.2039503,-0.36950237,-0.063265115,-0.5411548,-0.19732581,-0.30943197,0.010234475,0.6703897,0.35758638,0.16619384,0.075301714,-0.35081133,-0.027418377,-0.46219382,-0.12299562,0.45324084,-0.29748684,0.08041351,-0.07142698,0.22046804,-0.68297976
Vibrio anguillarum,0.056655288,0.26948783,0.438502,0.44473234,0.044251494,-0.6990957,0.38481352,0.34484434,0.10847839,0.06276792,-0.03750508,0.058771282,0.18415444,0.09170097,-0.24411407,-0.5900412,-0.30564758,0.35066935,0.2413172,-0.09446485,0.026738508,0.008387626,0.005377482,-0.5839768,-0.13212182,0.08209862,-0.12788121,-0.46878847,-0.6012195,-0.18606344,0.08616637,0.3360046,-0.110869616,-0.20751622,-0.14553875,0.47935578,0.026371105,-0.15234739,0.23344453,-0.5324526,0.06558667,0.2618127,0.30701616,0.1501189,-0.32411027,-0.034541354,0.06604121,-0.06594705,0.10552882,-0.0862106,-0.14996709,-0.2700072,0.4998143,0.03627329,-0.0367133,-0.31997126,-0.07732643,0.29795298,-0.52595806,0.46928188,0.21469635,0.28503034,0.10561528,0.143234,-0.36695454,0.5074573,-0.24748513,-0.19305448,-0.36586857,0.03319382,-0.2799648,0.077905454,0.4473325,-0.07907245,0.24613994,0.20656608,0.35823405,-0.04460279,-0.16601995,-0.20552216,0.012570781,0.22847436,-0.69581735,-0.022379545,-0.69927317,-0.2792973,0.52960944,0.36637074,0.057006568,0.0084778955,0.020120563,0.29811984,-0.65377957,-0.20237423,0.2664407,-0.21261546,0.34458804,0.281021,0.20182058,-0.27583137
